tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
-0.161,0.587,1.161,0.751,0.179,0.324,0,0.103,en_riesgo
-0.278,0.666,1.278,0.779,0.376,0.329,1,0.035,en_riesgo
0.137,0.410,0.863,0.643,0.199,0.132,2,0.209,en_riesgo
-0.316,0.589,1.316,0.967,0.216,0.344,1,0.237,en_riesgo
0.236,0.179,0.764,0.569,0.179,0.361,1,0.178,en_observacion
0.391,0.173,0.609,0.313,0.244,0.734,3,0.398,saludable
0.144,0.448,0.856,0.509,0.322,0.331,1,0.708,en_riesgo
-0.430,0.506,1.430,0.934,0.294,0.527,0,0.349,en_riesgo
0.123,0.252,0.877,0.464,0.095,0.303,2,0.229,en_observacion
0.329,0.081,0.671,0.346,0.235,0.307,3,0.275,saludable
-0.155,0.666,1.155,0.792,0.282,0.823,1,0.344,en_riesgo
-0.272,0.457,1.272,0.774,0.419,0.680,0,0.098,en_riesgo
0.476,0.145,0.524,0.285,0.210,0.324,3,0.260,saludable
0.058,0.304,0.942,0.443,0.136,0.350,1,0.411,en_riesgo
-0.448,0.727,1.448,0.837,0.415,0.366,1,0.061,en_riesgo
0.052,0.162,0.948,0.632,0.225,0.160,1,0.265,en_observacion
0.212,0.330,0.788,0.364,0.124,0.150,2,0.521,en_observacion
-0.259,0.716,1.259,0.834,0.393,0.616,0,0.291,en_riesgo
-0.299,0.679,1.299,0.671,0.289,0.283,1,0.134,en_riesgo
0.026,0.450,0.974,0.685,0.201,0.576,1,0.172,en_riesgo
-0.172,0.387,1.172,0.874,0.236,0.382,1,0.365,en_riesgo
0.298,0.074,0.702,0.398,0.252,0.483,3,0.107,saludable
0.192,0.285,0.808,0.414,0.166,0.201,1,0.302,en_observacion
0.020,0.532,0.980,0.653,0.217,0.271,1,0.257,en_riesgo
0.024,0.752,0.976,0.573,0.114,0.550,0,0.308,en_riesgo
0.164,0.303,0.836,0.559,0.232,0.325,1,0.305,en_observacion
0.023,0.405,0.977,0.646,0.187,0.533,1,0.438,en_riesgo
-0.144,0.579,1.144,0.810,0.268,0.594,0,0.039,en_riesgo
0.239,0.317,0.761,0.457,0.302,0.347,2,0.111,en_observacion
0.524,0.154,0.476,0.254,0.096,0.439,3,0.172,saludable
0.100,0.333,0.900,0.625,0.109,0.227,2,0.024,en_observacion
0.014,0.504,0.986,0.691,0.138,0.696,0,0.091,en_riesgo
-0.210,0.566,1.210,0.894,0.270,0.732,1,0.206,en_riesgo
0.241,0.419,0.759,0.481,0.219,0.506,2,0.068,en_observacion
0.522,0.117,0.478,0.262,0.150,0.480,3,0.477,saludable
0.174,0.393,0.826,0.554,0.201,0.386,2,0.048,en_observacion
0.499,0.037,0.501,0.320,0.150,0.263,2,0.278,saludable
0.022,0.654,0.978,0.610,0.117,0.634,1,0.230,en_riesgo
0.545,0.127,0.455,0.302,0.099,0.419,3,0.241,saludable
-0.061,0.581,1.061,0.797,0.195,0.305,1,0.303,en_riesgo
-0.302,0.352,1.302,0.934,0.230,0.070,0,0.096,en_riesgo
-0.038,0.475,1.038,0.734,0.193,0.300,0,0.504,en_riesgo
0.358,0.193,0.642,0.365,0.212,0.294,3,0.176,saludable
0.391,0.220,0.609,0.417,0.110,0.469,3,0.151,saludable
0.039,0.310,0.961,0.721,0.163,0.750,1,0.139,en_riesgo
0.326,0.173,0.674,0.324,0.183,0.060,3,0.407,saludable
0.244,0.126,0.756,0.504,0.113,0.132,3,0.021,saludable
-0.398,0.766,1.398,0.895,0.225,0.406,0,0.470,en_riesgo
0.276,0.106,0.724,0.408,0.210,0.556,3,0.210,saludable
0.418,0.056,0.582,0.281,0.179,0.257,3,0.149,saludable
0.079,0.384,0.921,0.720,0.160,0.664,2,0.185,en_riesgo
0.540,0.163,0.460,0.368,0.067,0.330,3,0.655,saludable
0.039,0.343,0.961,0.508,0.258,0.561,1,0.100,en_riesgo
0.031,0.218,0.969,0.706,0.119,0.559,1,0.126,en_riesgo
0.293,0.054,0.707,0.326,0.218,0.683,2,0.069,saludable
0.087,0.204,0.913,0.693,0.119,0.215,1,0.206,en_observacion
0.292,0.020,0.708,0.538,0.128,0.332,2,0.069,saludable
0.063,0.304,0.937,0.456,0.160,0.218,1,0.122,en_riesgo
0.487,0.140,0.513,0.316,0.096,0.475,3,0.183,saludable
0.061,0.404,0.939,0.450,0.222,0.499,1,0.136,en_riesgo
0.456,0.085,0.544,0.424,0.077,0.604,3,0.453,saludable
0.150,0.277,0.850,0.466,0.225,0.177,2,0.307,en_observacion
-0.270,0.742,1.270,0.734,0.386,0.639,1,0.219,en_riesgo
0.286,0.158,0.714,0.400,0.277,0.345,3,0.275,saludable
-0.311,0.700,1.311,0.858,0.434,0.191,1,0.573,en_riesgo
0.317,0.002,0.683,0.433,0.157,0.382,3,0.158,saludable
0.217,0.378,0.783,0.535,0.124,0.557,1,0.431,en_observacion
0.394,0.017,0.606,0.361,0.225,0.352,3,0.115,saludable
0.005,0.245,0.995,0.497,0.141,0.306,1,0.194,en_riesgo
0.048,0.358,0.952,0.686,0.187,0.493,2,0.391,en_riesgo
0.318,0.058,0.682,0.429,0.096,0.623,3,0.493,saludable
0.506,0.218,0.494,0.298,0.145,0.166,3,0.241,saludable
-0.391,0.427,1.391,0.909,0.429,0.535,0,0.096,en_riesgo
-0.349,0.455,1.349,0.787,0.308,0.126,0,0.328,en_riesgo
0.183,0.359,0.817,0.502,0.094,0.733,1,0.478,en_riesgo
0.301,0.195,0.699,0.380,0.230,0.351,3,0.177,saludable
-0.278,0.396,1.278,0.859,0.190,0.741,0,0.295,en_riesgo
0.012,0.404,0.988,0.628,0.149,0.284,1,0.346,en_riesgo
0.121,0.165,0.879,0.479,0.127,0.486,1,0.556,en_observacion
0.143,0.389,0.857,0.571,0.228,0.576,1,0.107,en_riesgo
0.494,0.153,0.506,0.275,0.171,0.416,3,0.117,saludable
0.322,0.078,0.678,0.468,0.113,0.542,2,0.466,saludable
0.102,0.231,0.898,0.652,0.144,0.592,2,0.166,en_observacion
0.372,0.071,0.628,0.486,0.075,0.348,2,0.212,saludable
0.001,0.636,0.999,0.476,0.309,0.129,0,0.568,en_riesgo
0.081,0.284,0.919,0.680,0.167,0.255,2,0.142,en_observacion
-0.100,0.469,1.100,0.868,0.214,0.344,0,0.324,en_riesgo
0.235,0.269,0.765,0.571,0.081,0.585,2,0.089,en_observacion
0.033,0.632,0.967,0.596,0.213,0.511,0,0.329,en_riesgo
-0.343,0.567,1.343,0.876,0.329,0.534,0,0.295,en_riesgo
0.153,0.211,0.847,0.513,0.237,0.667,2,0.074,en_observacion
0.505,0.001,0.495,0.384,0.088,0.341,3,0.653,saludable
0.498,0.208,0.502,0.293,0.095,0.075,2,0.228,saludable
0.249,0.384,0.751,0.353,0.239,0.263,2,0.187,en_observacion
-0.169,0.542,1.169,0.782,0.248,0.579,0,0.298,en_riesgo
0.116,0.167,0.884,0.640,0.148,0.554,1,0.035,en_observacion
0.405,0.024,0.595,0.281,0.081,0.169,2,0.210,saludable
-0.049,0.629,1.049,0.679,0.138,0.777,0,0.679,en_riesgo
-0.300,0.353,1.300,0.927,0.228,0.308,0,0.059,en_riesgo
-0.357,0.537,1.357,1.032,0.142,0.381,0,0.193,en_riesgo
0.203,0.041,0.797,0.490,0.109,0.063,3,0.357,saludable
0.183,0.205,0.817,0.390,0.297,0.594,1,0.417,en_observacion
0.363,0.065,0.637,0.380,0.139,0.447,3,0.043,saludable
-0.240,0.625,1.240,0.799,0.336,0.575,0,0.255,en_riesgo
0.082,0.346,0.918,0.480,0.127,0.617,2,0.170,en_observacion
-0.019,0.693,1.019,0.604,0.180,0.814,0,0.223,en_riesgo
0.481,0.128,0.519,0.313,0.118,0.602,3,0.109,saludable
0.352,0.078,0.648,0.517,0.080,0.653,2,0.231,saludable
0.398,0.057,0.602,0.410,0.147,0.447,3,0.375,saludable
0.080,0.154,0.920,0.471,0.188,0.556,2,0.106,en_observacion
0.023,0.226,0.977,0.614,0.167,0.373,1,0.109,en_observacion
0.516,0.015,0.484,0.244,0.192,0.282,2,0.059,saludable
0.197,0.175,0.803,0.387,0.128,0.691,1,0.123,en_observacion
0.371,0.009,0.629,0.489,0.133,0.359,3,0.163,saludable
0.188,0.404,0.812,0.648,0.147,0.350,1,0.255,en_observacion
0.387,0.090,0.613,0.292,0.166,0.272,3,0.236,saludable
0.242,0.099,0.758,0.484,0.153,0.477,2,0.074,saludable
0.080,0.399,0.920,0.521,0.185,0.530,1,0.219,en_riesgo
0.240,0.016,0.760,0.510,0.140,0.284,3,0.178,saludable
0.012,0.444,0.988,0.496,0.184,0.498,1,0.252,en_riesgo
-0.125,0.423,1.125,0.565,0.268,0.253,0,0.420,en_riesgo
0.142,0.229,0.858,0.415,0.298,0.372,1,0.218,en_observacion
-0.134,0.516,1.134,0.713,0.175,0.286,1,0.158,en_riesgo
0.515,0.184,0.485,0.321,0.117,0.408,2,0.351,saludable
-0.004,0.790,1.004,0.546,0.134,0.195,0,0.177,en_riesgo
-0.009,0.588,1.009,0.755,0.210,0.466,1,0.147,en_riesgo
-0.116,0.378,1.116,0.768,0.239,0.345,1,0.352,en_riesgo
0.009,0.292,0.991,0.675,0.212,0.432,2,0.131,en_riesgo
0.096,0.166,0.904,0.478,0.154,0.391,1,0.292,en_observacion
-0.015,0.387,1.015,0.460,0.353,0.125,1,0.104,en_riesgo
0.209,0.406,0.791,0.384,0.287,0.186,2,0.379,en_observacion
0.272,0.156,0.728,0.353,0.190,0.461,3,0.250,saludable
0.336,0.139,0.664,0.394,0.225,0.690,3,0.484,saludable
0.001,0.297,0.999,0.637,0.117,0.223,1,0.046,en_riesgo
0.549,0.172,0.451,0.238,0.075,0.395,2,0.408,saludable
0.279,0.015,0.721,0.562,0.086,0.757,3,0.331,saludable
0.366,0.059,0.634,0.451,0.165,0.091,3,0.242,saludable
-0.354,0.580,1.354,1.057,0.238,0.263,0,0.265,en_riesgo
0.095,0.307,0.905,0.437,0.182,0.258,2,0.237,en_riesgo
0.156,0.251,0.844,0.661,0.124,0.483,1,0.140,en_observacion
-0.311,0.355,1.311,0.912,0.281,0.656,1,0.163,en_riesgo
0.413,0.043,0.587,0.329,0.212,0.357,3,0.421,saludable
-0.296,0.651,1.296,1.022,0.202,0.558,0,0.240,en_riesgo
0.085,0.274,0.915,0.486,0.105,0.265,1,0.164,en_observacion
0.070,0.333,0.930,0.457,0.341,0.407,2,0.009,en_riesgo
-0.108,0.579,1.108,0.674,0.380,0.605,1,0.085,en_riesgo
0.026,0.419,0.974,0.532,0.156,0.162,2,0.130,en_riesgo
-0.400,0.663,1.400,1.080,0.300,0.348,0,0.235,en_riesgo
-0.274,0.579,1.274,0.991,0.191,0.135,0,0.257,en_riesgo
0.216,0.189,0.784,0.470,0.312,0.425,3,0.486,saludable
0.059,0.274,0.941,0.531,0.313,0.867,2,0.134,en_riesgo
-0.173,0.757,1.173,0.898,0.249,0.815,1,0.287,en_riesgo
0.040,0.437,0.960,0.666,0.141,0.265,1,0.218,en_riesgo
-0.404,0.620,1.404,1.029,0.305,0.252,0,0.127,en_riesgo
0.391,0.062,0.609,0.397,0.168,0.457,3,0.146,saludable
-0.348,0.537,1.348,0.744,0.307,0.580,0,0.026,en_riesgo
0.077,0.222,0.923,0.603,0.248,0.095,1,0.203,en_observacion
0.202,0.234,0.798,0.372,0.164,0.610,3,0.409,en_observacion
0.478,0.188,0.522,0.315,0.145,0.579,3,0.064,saludable
0.182,0.257,0.818,0.534,0.183,0.248,1,0.177,en_observacion
0.106,0.430,0.894,0.412,0.208,0.418,2,0.386,en_riesgo
0.281,0.056,0.719,0.499,0.215,0.696,3,0.128,saludable
0.180,0.270,0.820,0.553,0.256,0.202,2,0.214,en_observacion
0.101,0.442,0.899,0.654,0.169,0.640,1,0.237,en_riesgo
0.394,0.227,0.606,0.358,0.207,0.113,2,0.266,saludable
0.112,0.376,0.888,0.641,0.221,0.452,2,0.068,en_riesgo
0.041,0.321,0.959,0.741,0.115,0.500,1,0.248,en_riesgo
0.222,0.150,0.778,0.599,0.166,0.142,3,0.183,saludable
0.456,0.081,0.544,0.412,0.106,0.532,3,0.458,saludable
0.279,0.090,0.721,0.380,0.273,0.678,3,0.087,saludable
-0.068,0.498,1.068,0.699,0.215,0.203,0,0.299,en_riesgo
-0.220,0.625,1.220,0.582,0.418,0.440,0,0.360,en_riesgo
0.071,0.356,0.929,0.625,0.183,0.367,1,0.219,en_riesgo
0.029,0.275,0.971,0.734,0.157,0.289,2,0.241,en_riesgo
-0.186,0.470,1.186,0.709,0.252,0.573,1,0.409,en_riesgo
0.105,0.357,0.895,0.508,0.226,0.455,2,0.131,en_observacion
0.507,0.107,0.493,0.281,0.119,0.182,3,0.258,saludable
0.047,0.688,0.953,0.460,0.406,0.364,0,0.101,en_riesgo
0.278,0.219,0.722,0.560,0.153,0.505,3,0.318,saludable
0.112,0.277,0.888,0.431,0.104,0.449,2,0.346,en_observacion
-0.060,0.646,1.060,0.549,0.371,0.400,0,0.266,en_riesgo
-0.124,0.351,1.124,0.809,0.129,0.046,0,0.216,en_riesgo
0.395,0.027,0.605,0.357,0.192,0.152,2,0.217,saludable
-0.057,0.640,1.057,0.538,0.333,0.160,0,0.134,en_riesgo
-0.058,0.469,1.058,0.688,0.203,0.605,0,0.292,en_riesgo
-0.113,0.359,1.113,0.513,0.268,0.226,0,0.185,en_riesgo
0.081,0.201,0.919,0.514,0.121,0.503,2,0.349,en_observacion
-0.002,0.768,1.002,0.764,0.186,0.270,0,0.170,en_riesgo
0.098,0.334,0.902,0.434,0.286,0.769,1,0.173,en_riesgo
0.476,0.024,0.524,0.288,0.220,0.738,3,0.131,saludable
0.356,0.126,0.644,0.309,0.069,0.309,2,0.057,saludable
0.369,0.232,0.631,0.457,0.144,0.388,3,0.241,en_observacion
0.231,0.181,0.769,0.555,0.121,0.672,1,0.113,en_observacion
-0.337,0.762,1.337,0.908,0.192,0.786,0,0.562,en_riesgo
0.364,0.184,0.636,0.289,0.136,0.230,3,0.066,saludable
0.005,0.375,0.995,0.513,0.365,0.592,2,0.453,en_riesgo
-0.229,0.493,1.229,0.829,0.322,0.460,1,0.167,en_riesgo
0.397,0.153,0.603,0.295,0.270,0.557,2,0.091,saludable
0.261,0.028,0.739,0.452,0.116,0.439,2,0.135,saludable
-0.147,0.764,1.147,0.750,0.330,0.397,0,0.142,en_riesgo
0.114,0.441,0.886,0.581,0.092,0.716,2,0.226,en_riesgo
0.319,0.011,0.681,0.483,0.072,0.686,3,0.611,saludable
-0.196,0.685,1.196,0.596,0.430,0.667,0,0.551,en_riesgo
0.015,0.395,0.985,0.603,0.369,0.410,1,0.193,en_riesgo
0.402,0.094,0.598,0.386,0.094,0.583,3,0.449,saludable
0.007,0.695,0.993,0.766,0.100,0.530,0,0.088,en_riesgo
0.059,0.384,0.941,0.701,0.154,0.586,2,0.023,en_riesgo
0.067,0.305,0.933,0.608,0.095,0.137,1,0.098,en_riesgo
0.239,0.325,0.761,0.585,0.124,0.364,1,0.134,en_observacion
-0.149,0.617,1.149,0.729,0.130,0.384,0,0.194,en_riesgo
0.341,0.186,0.659,0.360,0.263,0.235,3,0.359,saludable
0.505,0.110,0.495,0.316,0.088,0.195,2,0.121,saludable
0.045,0.694,0.955,0.466,0.357,0.426,0,0.323,en_riesgo
0.536,0.151,0.464,0.274,0.059,0.149,3,0.465,saludable
0.149,0.159,0.851,0.614,0.123,0.603,1,0.178,en_observacion
-0.179,0.537,1.179,0.613,0.461,0.753,0,0.138,en_riesgo
0.205,0.389,0.795,0.361,0.215,0.677,1,0.158,en_riesgo
0.243,0.071,0.757,0.376,0.090,0.191,2,0.113,saludable
0.040,0.177,0.960,0.554,0.272,0.421,2,0.249,en_riesgo
0.131,0.404,0.869,0.435,0.142,0.667,2,0.196,en_observacion
0.207,0.244,0.793,0.477,0.184,0.590,2,0.137,en_observacion
0.036,0.420,0.964,0.660,0.266,0.893,2,0.499,en_riesgo
0.046,0.741,0.954,0.560,0.334,0.140,0,0.267,en_riesgo
-0.374,0.731,1.374,0.890,0.435,0.508,0,0.519,en_riesgo
0.089,0.398,0.911,0.426,0.236,0.440,2,0.554,en_riesgo
0.422,0.137,0.578,0.414,0.092,0.593,3,0.295,saludable
0.011,0.364,0.989,0.732,0.134,0.790,2,0.158,en_riesgo
-0.053,0.515,1.053,0.811,0.110,0.479,1,0.115,en_riesgo
0.108,0.402,0.892,0.456,0.220,0.258,1,0.236,en_riesgo
0.110,0.433,0.890,0.541,0.183,0.191,1,0.384,en_riesgo
0.426,0.157,0.574,0.282,0.108,0.289,2,0.180,saludable
-0.141,0.731,1.141,0.870,0.156,0.751,0,0.289,en_riesgo
0.263,0.055,0.737,0.350,0.158,0.381,2,0.086,saludable
0.094,0.384,0.906,0.620,0.217,0.246,1,0.062,en_riesgo
0.057,0.150,0.943,0.485,0.308,0.495,2,0.365,en_observacion
-0.080,0.578,1.080,0.831,0.203,0.585,0,0.451,en_riesgo
-0.097,0.612,1.097,0.783,0.141,0.832,0,0.212,en_riesgo
0.490,0.005,0.510,0.249,0.056,0.222,3,0.096,saludable
-0.438,0.714,1.438,1.124,0.283,0.520,0,0.270,en_riesgo
0.025,0.207,0.975,0.506,0.124,0.274,1,0.569,en_observacion
0.178,0.329,0.822,0.475,0.277,0.208,2,0.137,en_observacion
-0.108,0.474,1.108,0.722,0.184,0.589,0,0.047,en_riesgo
0.198,0.444,0.802,0.407,0.225,0.100,2,0.238,en_observacion
0.410,0.001,0.590,0.404,0.096,0.725,3,0.321,saludable
0.244,0.013,0.756,0.427,0.263,0.504,3,0.459,saludable
0.347,0.056,0.653,0.435,0.084,0.512,2,0.589,saludable
0.448,0.096,0.552,0.381,0.120,0.577,2,0.232,saludable
0.501,0.107,0.499,0.282,0.052,0.572,3,0.255,saludable
-0.346,0.649,1.346,0.984,0.184,0.415,1,0.306,en_riesgo
-0.122,0.582,1.122,0.868,0.150,0.644,0,0.088,en_riesgo
-0.231,0.699,1.231,0.906,0.135,0.435,0,0.110,en_riesgo
0.170,0.390,0.830,0.461,0.111,0.266,1,0.644,en_riesgo
0.020,0.753,0.980,0.543,0.326,0.380,0,0.499,en_riesgo
-0.414,0.660,1.414,0.798,0.182,0.752,0,0.071,en_riesgo
0.328,0.168,0.672,0.490,0.126,0.388,3,0.399,saludable
0.017,0.260,0.983,0.521,0.284,0.170,2,0.041,en_riesgo
0.080,0.323,0.920,0.494,0.110,0.538,2,0.085,en_observacion
0.249,0.225,0.751,0.410,0.273,0.340,2,0.198,saludable
0.270,0.156,0.730,0.402,0.108,0.378,2,0.599,en_observacion
-0.283,0.475,1.283,0.884,0.136,0.122,0,0.075,en_riesgo
0.336,0.188,0.664,0.346,0.115,0.366,3,0.021,saludable
0.119,0.190,0.881,0.629,0.239,0.656,2,0.310,en_observacion
0.375,0.196,0.625,0.318,0.198,0.596,3,0.353,saludable
-0.242,0.757,1.242,0.638,0.472,0.850,0,0.209,en_riesgo
0.266,0.004,0.734,0.518,0.166,0.445,3,0.401,saludable
0.494,0.110,0.506,0.385,0.104,0.698,3,0.202,saludable
0.339,0.244,0.661,0.298,0.292,0.698,3,0.147,saludable
0.041,0.737,0.959,0.749,0.122,0.200,1,0.246,en_riesgo
-0.010,0.572,1.010,0.644,0.302,0.508,0,0.331,en_riesgo
0.453,0.016,0.547,0.298,0.112,0.602,3,0.192,saludable
0.049,0.654,0.951,0.581,0.329,0.604,0,0.398,en_riesgo
0.200,0.083,0.800,0.580,0.180,0.539,3,0.447,saludable
-0.233,0.543,1.233,0.873,0.315,0.360,1,0.394,en_riesgo
-0.190,0.538,1.190,0.839,0.298,0.381,0,0.108,en_riesgo
-0.119,0.771,1.119,0.514,0.399,0.242,0,0.250,en_riesgo
0.441,0.048,0.559,0.436,0.079,0.418,3,0.385,saludable
0.030,0.272,0.970,0.659,0.118,0.716,2,0.291,en_riesgo
0.025,0.447,0.975,0.706,0.103,0.380,2,0.288,en_riesgo
0.092,0.252,0.908,0.655,0.225,0.520,2,0.321,en_observacion
0.351,0.042,0.649,0.389,0.249,0.466,3,0.496,saludable
0.291,0.022,0.709,0.473,0.213,0.571,3,0.367,saludable
0.234,0.144,0.766,0.385,0.185,0.680,3,0.069,saludable
0.206,0.320,0.794,0.476,0.292,0.610,1,0.385,en_riesgo
-0.229,0.456,1.229,0.818,0.209,0.195,0,0.221,en_riesgo
0.477,0.177,0.523,0.283,0.080,0.426,2,0.152,saludable
0.011,0.252,0.989,0.600,0.291,0.727,2,0.119,en_observacion
0.070,0.218,0.930,0.487,0.094,0.341,2,0.479,en_observacion
-0.450,0.632,1.450,1.118,0.300,0.187,0,0.339,en_riesgo
0.202,0.231,0.798,0.536,0.164,0.227,2,0.079,en_observacion
-0.320,0.695,1.320,0.828,0.201,0.329,0,0.333,en_riesgo
0.136,0.246,0.864,0.535,0.104,0.450,2,0.146,en_observacion
0.548,0.162,0.452,0.243,0.199,0.456,2,0.159,saludable
0.422,0.153,0.578,0.291,0.199,0.484,2,0.331,saludable
-0.415,0.711,1.415,1.108,0.146,0.260,0,0.222,en_riesgo
0.480,0.102,0.520,0.392,0.068,0.585,3,0.086,saludable
0.463,0.028,0.537,0.263,0.125,0.826,2,0.365,saludable
0.215,0.176,0.785,0.520,0.229,0.329,1,0.217,en_observacion
-0.093,0.770,1.093,0.774,0.207,0.265,1,0.095,en_riesgo
-0.340,0.566,1.340,0.867,0.220,0.199,0,0.439,en_riesgo
0.328,0.000,0.672,0.421,0.106,0.350,3,0.131,saludable
0.044,0.280,0.956,0.760,0.186,0.671,1,0.279,en_riesgo
0.222,0.436,0.778,0.590,0.174,0.296,2,0.230,en_observacion
0.232,0.203,0.768,0.512,0.092,0.458,1,0.058,en_observacion
0.264,0.210,0.736,0.587,0.079,0.511,3,0.067,saludable
0.385,0.182,0.615,0.376,0.152,0.255,3,0.171,saludable
0.408,0.048,0.592,0.357,0.132,0.449,3,0.261,saludable
0.009,0.799,0.991,0.652,0.198,0.303,1,0.687,en_riesgo
0.517,0.065,0.483,0.375,0.095,0.401,3,0.241,saludable
0.332,0.010,0.668,0.493,0.174,0.429,3,0.194,saludable
0.019,0.210,0.981,0.745,0.162,0.340,1,0.210,en_riesgo
0.088,0.395,0.912,0.506,0.107,0.469,1,0.303,en_riesgo
-0.402,0.567,1.402,0.666,0.276,0.627,1,0.212,en_riesgo
0.414,0.191,0.586,0.295,0.214,0.288,3,0.087,saludable
-0.254,0.567,1.254,0.620,0.269,0.697,1,0.268,en_riesgo
-0.192,0.520,1.192,0.914,0.155,0.591,0,0.481,en_riesgo
0.383,0.024,0.617,0.449,0.157,0.425,3,0.253,saludable
-0.130,0.474,1.130,0.818,0.156,0.185,0,0.338,en_riesgo
0.195,0.441,0.805,0.537,0.265,0.775,2,0.352,en_riesgo
-0.443,0.464,1.443,0.736,0.210,0.622,1,0.596,en_riesgo
0.282,0.030,0.718,0.470,0.167,0.029,3,0.561,saludable
0.524,0.009,0.476,0.240,0.182,0.541,3,0.395,saludable
0.173,0.295,0.827,0.510,0.136,0.313,1,0.267,en_observacion
0.372,0.244,0.628,0.318,0.176,0.359,3,0.233,saludable
0.390,0.010,0.610,0.459,0.062,0.570,3,0.557,saludable
0.471,0.128,0.529,0.299,0.084,0.673,3,0.221,saludable
0.541,0.214,0.459,0.262,0.064,0.197,3,0.255,saludable
-0.282,0.353,1.282,0.694,0.371,0.786,0,0.141,en_riesgo
-0.023,0.538,1.023,0.590,0.266,0.524,0,0.425,en_riesgo
-0.195,0.389,1.195,0.708,0.196,0.541,1,0.380,en_riesgo
0.127,0.308,0.873,0.672,0.100,0.046,2,0.240,en_observacion
0.094,0.273,0.906,0.710,0.119,0.458,2,0.625,en_observacion
0.275,0.234,0.725,0.346,0.098,0.422,3,0.318,saludable
0.114,0.183,0.886,0.563,0.153,0.259,1,0.207,en_observacion
0.243,0.204,0.757,0.481,0.206,0.894,2,0.530,en_observacion
-0.257,0.384,1.257,0.611,0.543,0.654,0,0.457,en_riesgo
0.135,0.405,0.865,0.619,0.138,0.261,2,0.234,en_observacion
-0.022,0.571,1.022,0.701,0.197,0.303,1,0.193,en_riesgo
0.290,0.061,0.710,0.459,0.149,0.710,3,0.282,saludable
0.296,0.033,0.704,0.471,0.078,0.521,3,0.426,saludable
0.234,0.165,0.766,0.613,0.130,0.462,3,0.345,saludable
0.262,0.217,0.738,0.463,0.155,0.292,3,0.133,saludable
0.494,0.102,0.506,0.324,0.058,0.437,3,0.284,saludable
0.512,0.218,0.488,0.286,0.136,0.428,3,0.326,saludable
0.442,0.154,0.558,0.258,0.176,0.403,2,0.281,saludable
0.198,0.173,0.802,0.583,0.218,0.279,2,0.267,en_observacion
-0.176,0.675,1.176,0.683,0.283,0.491,0,0.367,en_riesgo
-0.318,0.675,1.318,1.038,0.172,0.465,1,0.022,en_riesgo
0.037,0.175,0.963,0.632,0.149,0.086,2,0.189,en_observacion
-0.374,0.635,1.374,0.698,0.365,0.568,0,0.043,en_riesgo
0.247,0.311,0.753,0.594,0.150,0.359,2,0.110,en_observacion
0.128,0.183,0.872,0.565,0.246,0.393,1,0.395,en_observacion
0.101,0.188,0.899,0.705,0.142,0.413,1,0.165,en_observacion
0.039,0.694,0.961,0.656,0.171,0.082,0,0.471,en_riesgo
0.027,0.602,0.973,0.557,0.338,0.198,0,0.084,en_riesgo
0.003,0.739,0.997,0.455,0.278,0.587,0,0.515,en_riesgo
-0.021,0.714,1.021,0.774,0.144,0.434,0,0.068,en_riesgo
0.233,0.387,0.767,0.402,0.291,0.250,2,0.232,en_observacion
0.002,0.741,0.998,0.559,0.277,0.237,1,0.173,en_riesgo
0.118,0.370,0.882,0.639,0.132,0.395,1,0.287,en_observacion
0.218,0.083,0.782,0.456,0.099,0.501,3,0.268,saludable
0.244,0.012,0.756,0.357,0.260,0.344,3,0.339,saludable
-0.204,0.597,1.204,0.951,0.198,0.280,1,0.063,en_riesgo
0.308,0.179,0.692,0.374,0.160,0.208,3,0.216,saludable
0.210,0.027,0.790,0.533,0.170,0.539,2,0.111,saludable
0.321,0.038,0.679,0.511,0.158,0.767,2,0.087,saludable
0.262,0.021,0.738,0.532,0.115,0.907,3,0.381,saludable
-0.372,0.685,1.372,0.651,0.479,0.403,0,0.015,en_riesgo
0.501,0.089,0.499,0.335,0.149,0.093,3,0.365,saludable
0.508,0.145,0.492,0.317,0.050,0.519,3,0.490,saludable
0.530,0.233,0.470,0.212,0.195,0.447,3,0.316,saludable
0.220,0.107,0.780,0.427,0.085,0.383,3,0.378,saludable
-0.303,0.439,1.303,1.001,0.218,0.233,0,0.671,en_riesgo
0.359,0.211,0.641,0.302,0.093,0.248,3,0.212,saludable
0.351,0.094,0.649,0.424,0.065,0.480,2,0.204,saludable
0.000,0.325,1.000,0.668,0.304,0.382,2,0.255,en_riesgo
0.385,0.110,0.615,0.383,0.133,0.447,3,0.081,saludable
0.534,0.185,0.466,0.308,0.156,0.405,3,0.130,saludable
0.254,0.191,0.746,0.400,0.150,0.439,3,0.106,saludable
0.140,0.184,0.860,0.401,0.250,0.397,2,0.224,en_observacion
0.491,0.045,0.509,0.279,0.200,0.032,3,0.219,saludable
0.163,0.237,0.837,0.479,0.174,0.520,2,0.184,saludable
-0.075,0.780,1.075,0.719,0.243,0.363,0,0.168,en_riesgo
0.064,0.336,0.936,0.620,0.183,0.603,2,0.168,en_riesgo
0.185,0.426,0.815,0.398,0.151,0.795,2,0.393,en_riesgo
0.264,0.053,0.736,0.421,0.221,0.386,3,0.203,saludable
0.014,0.413,0.986,0.570,0.313,0.224,1,0.249,en_riesgo
